uid,fraud,ftype,risk_score,risk_cat,email_len,email_num_ratio,email_rand,disp_email,phone_score,uniq_dev,max_acc_dev,uniq_addr,max_acc_addr,uniq_pay,max_acc_pay,promo_ratio,reg2txn_min,newuser_voucher,txn_f1m,amt_f1m,avg_amt1m,promo_f1m,voucher_f1m,txn_f2m,amt_f2m,avg_amt2m,promo_f2m,voucher_f2m,txn_f3m,amt_f3m,avg_amt3m,promo_f3m,voucher_f3m,txn_f4m,amt_f4m,avg_amt4m,promo_f4m,voucher_f4m,txn_f5m,amt_f5m,avg_amt5m,promo_f5m,voucher_f5m,txn_f6m,amt_f6m,avg_amt6m,promo_f6m,voucher_f6m,max_acc_ip,login_v1h,login_v2h,login_v3h,login_v4h,login_v5h,login_v6h,login_v12h,login_v18h,login_v24h,ref_cnt,ref_ring,degree,comp_size,cluster,shared_ent,shared_device_count,shared_address_count,shared_payment_count,shared_ip_count
USR08476,False,normal,30,Low,18,0.0,2.251629167387823,False,0.27999999999999997,1,3,1,1,1,1,0.38095238095238093,807,1,16,19446000,1215375,110000,8,19,23225500,1222394,110000,8,21,23750500,1130976,110000,8,21,23750500,1130976,110000,8,21,23750500,1130976,110000,8,21,23750500,1130976,110000,8,99,0,0,0,0,0,0,1,1,1,0,0.0,80,9979,81,80,2,0,0,78
USR08477,True,voucher_farming,15,Low,23,0.45454545454545453,2.845350936622437,True,0.24545454545454543,1,2,1,1,1,1,0.0,35586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67000,67000,0,0,1,67000,67000,0,0,79,0,0,0,0,0,0,1,3,4,0,0.0,710,9979,711,744,1,0,0,743
USR08478,True,referral_abuse,40,Medium,18,0.25,3.0,False,0.39999999999999997,1,2,1,1,1,1,1.0,730,3,4,534500,133625,90000,4,5,915500,183100,100000,5,5,915500,183100,100000,5,5,915500,183100,100000,5,5,915500,183100,100000,5,5,915500,183100,100000,5,113,0,0,0,0,0,4,19,19,19,0,0.0,535,9979,536,549,1,0,0,548
USR08479,True,shared_device_abuse,45,Medium,25,0.0,2.606238928653389,False,0.21818181818181817,1,5,1,1,1,1,0.6666666666666666,1,1,0,0,0,0,0,6,2385500,397583,70000,4,6,2385500,397583,70000,4,6,2385500,397583,70000,4,6,2385500,397583,70000,4,6,2385500,397583,70000,4,55,0,0,0,0,0,0,16,16,16,0,0.0,241,9979,242,244,4,0,0,240
USR08480,False,normal,15,Low,16,0.0,2.584962500721156,False,0.39999999999999997,1,2,1,1,1,1,0.0,1918,0,4,2465000,616250,0,0,4,2465000,616250,0,0,4,2465000,616250,0,0,4,2465000,616250,0,0,4,2465000,616250,0,0,4,2465000,616250,0,0,106,5,5,5,5,5,5,5,5,5,0,0.0,144,9979,145,146,1,0,0,145
USR08481,False,normal,55,Medium,18,0.0,2.75,False,0.37272727272727274,1,2,1,1,1,1,1.0,21,3,1,268000,268000,20000,1,3,1582000,527333,40000,3,5,9094500,1818900,110000,5,5,9094500,1818900,110000,5,5,9094500,1818900,110000,5,5,9094500,1818900,110000,5,102,0,0,0,0,0,0,1,1,1,0,0.0,92,9979,93,94,1,0,0,93
USR08482,False,normal,15,Low,19,0.2222222222222222,2.94770277922009,False,0.34545454545454546,1,2,1,1,1,1,0.3333333333333333,1175,0,1,51000,51000,0,0,5,2826500,565300,30000,2,9,6003500,667055,50000,4,11,6200500,563681,50000,4,12,6728500,560708,50000,4,12,6728500,560708,50000,4,92,0,0,0,0,0,0,1,1,1,0,0.0,214,9979,215,216,1,0,0,215
USR08483,False,normal,30,Low,24,0.0,2.467720100474499,False,0.2818181818181818,1,2,1,1,1,1,0.5,24,0,0,0,0,0,0,1,247000,247000,10000,1,2,957500,478750,10000,1,2,957500,478750,10000,1,2,957500,478750,10000,1,2,957500,478750,10000,1,108,0,0,0,0,0,0,1,1,1,0,0.0,96,9979,97,96,1,0,0,95
USR08484,False,normal,15,Low,15,0.4,2.321928094887362,False,0.2818181818181818,1,2,1,1,1,1,0.6,840,0,5,1597500,319500,50000,3,5,1597500,319500,50000,3,5,1597500,319500,50000,3,5,1597500,319500,50000,3,5,1597500,319500,50000,3,5,1597500,319500,50000,3,104,7,7,7,7,7,7,7,7,7,0,0.0,105,9979,106,106,1,0,0,105
USR08485,False,normal,25,Low,27,0.0,3.572469458770136,False,0.34545454545454546,1,2,1,1,1,1,0.6428571428571429,595,3,14,13146500,939035,120000,9,14,13146500,939035,120000,9,14,13146500,939035,120000,9,14,13146500,939035,120000,9,14,13146500,939035,120000,9,14,13146500,939035,120000,9,91,5,5,5,5,5,5,5,5,5,0,0.0,61,9979,62,61,1,0,0,60
USR08486,False,normal,15,Low,26,0.45454545454545453,3.0957952550009344,True,0.1909090909090909,1,2,1,1,1,1,0.5,1232,2,0,0,0,0,0,0,0,0,0,0,1,141000,141000,0,0,1,141000,141000,0,0,5,1187000,237400,40000,2,6,4375000,729166,90000,3,87,0,0,0,0,0,0,0,1,1,1,0.0,68,9979,69,68,1,0,0,67
USR08487,True,shared_payment_abuse,55,Medium,20,0.0,2.75,False,0.16999999999999996,1,2,1,1,1,5,1.0,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2091000,298714,130000,7,8,2128000,266000,150000,8,8,2128000,266000,150000,8,104,0,0,0,0,1,1,2,3,4,0,0.0,861,9979,862,935,1,0,4,930
USR08488,False,normal,15,Low,21,0.0,3.169925001442312,False,0.21818181818181817,1,2,1,1,1,1,0.36363636363636365,1747,1,0,0,0,0,0,2,3401500,1700750,20000,2,4,7862500,1965625,30000,3,5,9415000,1883000,30000,3,10,15579500,1557950,50000,4,11,15784000,1434909,50000,4,113,0,0,0,0,0,0,2,2,2,1,0.0,196,9979,197,198,1,0,0,197
USR08489,False,normal,15,Low,22,0.0,3.0220552088742,False,0.1909090909090909,2,2,1,1,1,1,0.35714285714285715,2547,0,0,0,0,0,0,2,616500,308250,10000,1,3,6625500,2208500,10000,1,10,11919000,1191900,70000,4,13,14890000,1145384,80000,5,14,14927000,1066214,80000,5,88,0,0,0,0,0,0,1,1,1,1,0.0,97,9979,98,98,2,0,0,96
USR08490,False,normal,25,Low,21,0.0,2.2810361125534233,False,0.37272727272727274,1,2,1,1,1,1,0.5384615384615384,567,3,17,11851500,697147,130000,9,20,13507500,675375,160000,12,24,15421500,642562,180000,13,26,15951500,613519,230000,14,26,15951500,613519,230000,14,26,15951500,613519,230000,14,92,0,0,0,0,0,0,1,1,1,0,0.0,72,9979,73,72,1,0,0,71
USR08491,True,shared_address_abuse,45,Medium,24,0.0,2.4182958340544896,False,0.2545454545454545,1,2,1,5,1,1,0.8571428571428571,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,617500,308750,10000,1,7,3337000,476714,120000,6,53,2,8,8,8,8,8,8,8,8,0,0.0,269,9979,270,279,1,4,0,274
USR08492,False,normal,15,Low,17,0.2857142857142857,2.5216406363433186,False,0.3181818181818182,1,2,1,1,1,1,0.2222222222222222,421,0,0,0,0,0,0,1,567000,567000,0,0,3,1353000,451000,30000,2,7,4453000,636142,30000,2,9,4546000,505111,30000,2,9,4546000,505111,30000,2,108,0,0,0,0,0,0,1,1,1,0,0.0,141,9979,142,142,1,0,0,141
USR08493,True,referral_abuse,30,Low,23,0.0,3.3927474104487847,False,0.37272727272727274,1,2,1,1,1,1,0.3333333333333333,12,0,3,1818500,606166,10000,1,3,1818500,606166,10000,1,3,1818500,606166,10000,1,3,1818500,606166,10000,1,3,1818500,606166,10000,1,3,1818500,606166,10000,1,106,0,0,0,0,0,0,17,17,17,0,0.0,457,9979,458,473,1,0,0,472
USR08494,False,normal,15,Low,24,0.0,3.2516291673878226,False,0.3818181818181818,1,2,1,1,1,1,0.4,267,0,0,0,0,0,0,0,0,0,0,0,2,1742000,871000,20000,1,3,2106000,702000,40000,2,5,2784000,556800,40000,2,5,2784000,556800,40000,2,97,0,0,0,0,0,0,1,1,2,0,0.0,176,9979,177,177,1,0,0,176
USR08495,False,normal,30,Low,18,0.0,2.75,False,0.1545454545454545,1,3,1,1,1,1,0.5,1849,1,5,5481500,1096300,30000,2,6,5758500,959750,80000,3,6,5758500,959750,80000,3,6,5758500,959750,80000,3,6,5758500,959750,80000,3,6,5758500,959750,80000,3,87,0,0,0,0,0,0,0,1,1,0,0.0,37,9979,38,37,2,0,0,35
USR08496,False,normal,15,Low,19,0.2222222222222222,2.94770277922009,False,0.1909090909090909,1,2,1,1,1,1,0.6666666666666666,1926,1,0,0,0,0,0,1,81000,81000,20000,1,2,177000,88500,20000,1,3,553500,184500,70000,2,3,553500,184500,70000,2,3,553500,184500,70000,2,109,0,0,0,0,0,0,1,1,1,0,0.0,130,9979,131,130,1,0,0,129
USR08497,True,voucher_farming,40,Medium,24,0.45454545454545453,3.2776134368191165,True,0.3090909090909091,1,2,1,1,1,1,1.0,3163,3,3,620000,206666,150000,3,3,620000,206666,150000,3,3,620000,206666,150000,3,3,620000,206666,150000,3,3,620000,206666,150000,3,3,620000,206666,150000,3,103,0,0,0,0,0,0,2,2,3,0,0.0,311,9979,312,318,1,0,0,317
USR08498,False,normal,40,Medium,18,0.0,2.75,False,0.21818181818181817,1,3,1,1,1,1,0.3333333333333333,1170,3,0,0,0,0,0,3,2465500,821833,0,0,9,12676500,1408500,30000,2,14,19097000,1364071,50000,4,17,20803500,1223735,80000,6,18,21180000,1176666,80000,6,91,0,0,0,0,0,0,2,2,2,1,0.0,143,9979,144,146,2,0,0,144
USR08499,True,shared_payment_abuse,30,Low,22,0.0,2.6464393446710153,False,0.34545454545454546,1,2,1,1,1,5,1.0,1666,1,0,0,0,0,0,1,1264500,1264500,50000,1,1,1264500,1264500,50000,1,1,1264500,1264500,50000,1,1,1264500,1264500,50000,1,1,1264500,1264500,50000,1,103,0,0,0,0,1,1,1,2,3,0,0.0,527,9979,528,554,1,0,4,549
USR08500,False,normal,15,Low,24,0.0,3.128085278891395,False,0.2818181818181818,1,2,1,1,1,1,0.5,646,2,10,5029000,502900,80000,5,12,7469500,622458,90000,6,12,7469500,622458,90000,6,12,7469500,622458,90000,6,12,7469500,622458,90000,6,12,7469500,622458,90000,6,94,0,0,0,0,0,0,1,1,1,0,0.0,33,9979,34,33,1,0,0,32
USR08501,False,normal,70,High,27,0.0,3.1751231351134614,False,0.37272727272727274,2,2,1,1,1,1,0.5,12,1,4,3982500,995625,70000,2,4,3982500,995625,70000,2,4,3982500,995625,70000,2,4,3982500,995625,70000,2,4,3982500,995625,70000,2,4,3982500,995625,70000,2,105,14,14,14,14,14,14,14,14,14,0,0.0,275,9979,276,283,2,0,0,281
USR08502,True,shared_device_abuse,70,High,20,0.0,2.7219280948873625,False,0.21818181818181817,1,3,1,1,1,1,1.0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,663500,165875,100000,4,98,3,3,4,4,4,4,4,4,5,0,0.0,231,9979,232,236,2,0,0,234
USR08503,False,normal,15,Low,26,0.0,2.950212064914747,False,0.06363636363636366,2,2,1,1,1,1,0.3333333333333333,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6576500,3288250,20000,1,3,6851000,2283666,20000,1,3,6851000,2283666,20000,1,110,0,0,0,0,0,0,1,1,1,0,0.0,77,9979,78,77,2,0,0,75
USR08504,False,normal,55,Medium,19,0.2222222222222222,2.725480556997868,False,0.2818181818181818,2,2,1,1,1,1,0.8,580,2,10,14314500,1431450,110000,8,10,14314500,1431450,110000,8,10,14314500,1431450,110000,8,10,14314500,1431450,110000,8,10,14314500,1431450,110000,8,10,14314500,1431450,110000,8,103,11,11,11,11,11,11,11,11,11,0,0.0,289,9979,290,292,2,0,0,290
USR08505,False,normal,15,Low,17,0.0,2.521640636343318,False,0.12727272727272723,1,2,1,1,1,1,0.6875,1254,1,11,14539000,1321727,90000,7,15,16720000,1114666,130000,10,16,16787000,1049187,180000,11,16,16787000,1049187,180000,11,16,16787000,1049187,180000,11,16,16787000,1049187,180000,11,94,0,0,0,0,0,0,1,1,1,0,0.0,235,9979,236,240,1,0,0,239
USR08506,False,normal,15,Low,21,0.0,2.663532754804255,False,0.2545454545454545,1,2,1,1,1,1,0.4,941,0,6,3698500,616416,30000,3,7,3772000,538857,30000,3,10,6733500,673350,50000,4,10,6733500,673350,50000,4,10,6733500,673350,50000,4,10,6733500,673350,50000,4,98,0,0,0,0,0,0,2,2,2,0,0.0,86,9979,87,87,1,0,0,86
USR08507,False,normal,15,Low,19,0.2857142857142857,2.2359263506290326,False,0.3090909090909091,1,2,1,1,1,1,0.6,410,2,0,0,0,0,0,1,103000,103000,0,0,2,356500,178250,0,0,9,4312000,479111,80000,5,13,5717500,439807,100000,7,15,7914500,527633,160000,9,90,0,0,0,0,0,0,1,1,1,1,0.0,79,9979,80,79,1,0,0,78
USR08508,False,normal,30,Low,20,0.0,2.4056390622295662,False,0.2545454545454545,2,2,1,1,1,1,0.6923076923076923,28,0,7,12134500,1733500,90000,6,11,14422500,1311136,140000,9,13,15703000,1207923,140000,9,13,15703000,1207923,140000,9,13,15703000,1207923,140000,9,13,15703000,1207923,140000,9,96,0,0,0,0,0,0,0,1,2,0,0.0,296,9979,297,299,2,0,0,297
USR08509,True,shared_device_abuse,30,Low,27,0.0,2.8729055953200557,False,0.3363636363636363,1,3,1,1,1,1,0.5,350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,576000,144000,43500,2,50,4,4,4,4,4,4,4,4,4,0,0.0,209,9979,210,214,2,0,0,212
USR08510,False,normal,30,Low,24,0.0,3.084962500721156,False,0.46363636363636357,1,2,1,1,1,1,1.0,415,1,0,0,0,0,0,1,700000,700000,50000,1,1,700000,700000,50000,1,1,700000,700000,50000,1,1,700000,700000,50000,1,1,700000,700000,50000,1,103,1,1,1,1,1,1,2,2,2,0,0.0,240,9979,241,246,1,0,0,245
USR08511,False,normal,15,Low,20,0.25,3.0,False,0.37272727272727274,2,2,1,1,1,1,0.5,1552,1,1,684000,684000,0,0,3,4379000,1459666,20000,1,4,7618000,1904500,70000,2,4,7618000,1904500,70000,2,4,7618000,1904500,70000,2,4,7618000,1904500,70000,2,94,0,0,0,0,0,0,1,1,1,0,0.0,249,9979,250,254,2,0,0,252
USR08512,False,normal,15,Low,19,0.0,3.169925001442312,False,0.2818181818181818,1,2,1,1,1,1,0.2,1363,0,0,0,0,0,0,2,791000,395500,10000,1,5,2790000,558000,10000,1,5,2790000,558000,10000,1,5,2790000,558000,10000,1,5,2790000,558000,10000,1,95,0,0,0,0,0,0,1,1,1,0,0.0,72,9979,73,72,1,0,0,71
USR08513,False,normal,55,Medium,17,0.0,2.5216406363433186,False,0.46363636363636357,1,2,1,1,1,1,0.3333333333333333,115,0,3,813500,271166,20000,1,3,813500,271166,20000,1,3,813500,271166,20000,1,3,813500,271166,20000,1,3,813500,271166,20000,1,3,813500,271166,20000,1,99,11,11,11,11,11,11,11,11,11,0,0.0,223,9979,224,228,1,0,0,227
USR08514,True,voucher_farming,40,Medium,25,0.4166666666666667,3.418295834054489,True,0.33999999999999997,1,2,1,1,1,1,0.8,9,8,0,0,0,0,0,10,3685000,368500,330500,8,10,3685000,368500,330500,8,10,3685000,368500,330500,8,10,3685000,368500,330500,8,10,3685000,368500,330500,8,31,0,0,0,0,0,0,1,1,1,0,0.0,31,9979,32,31,1,0,0,30
USR08515,False,normal,25,Low,22,0.5,2.7219280948873625,True,0.3181818181818182,1,2,1,1,1,1,0.5416666666666666,2177,4,18,25505500,1416972,140000,9,21,27383500,1303976,190000,12,24,30723000,1280125,210000,13,24,30723000,1280125,210000,13,24,30723000,1280125,210000,13,24,30723000,1280125,210000,13,101,0,0,0,0,0,0,0,1,1,0,0.0,115,9979,116,116,1,0,0,115
USR08516,False,normal,30,Low,26,0.0,2.950212064914748,False,0.46363636363636357,1,2,1,1,1,1,0.7142857142857143,8,2,1,27000,27000,0,0,4,3039000,759750,20000,2,7,4158000,594000,60000,5,7,4158000,594000,60000,5,7,4158000,594000,60000,5,7,4158000,594000,60000,5,100,0,0,0,0,0,0,1,1,1,0,0.0,115,9979,116,115,1,0,0,114
USR08517,False,normal,15,Low,22,0.0,2.7516291673878226,False,0.21000000000000002,1,2,1,1,1,1,0.0,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3914500,3914500,0,0,1,3914500,3914500,0,0,97,0,0,0,0,0,0,2,2,2,0,0.0,337,9979,338,348,1,0,0,347
USR08518,False,normal,15,Low,21,0.0,2.9139770731827523,False,0.39999999999999997,1,2,1,1,1,1,0.5,191,1,6,6371500,1061916,30000,3,6,6371500,1061916,30000,3,6,6371500,1061916,30000,3,6,6371500,1061916,30000,3,6,6371500,1061916,30000,3,6,6371500,1061916,30000,3,110,6,6,6,6,6,6,6,6,6,0,0.0,96,9979,97,96,1,0,0,95
USR08519,True,shared_payment_abuse,15,Low,20,0.0,2.75,False,0.33999999999999997,1,2,1,1,1,5,0.0,651,0,0,0,0,0,0,2,357000,178500,0,0,2,357000,178500,0,0,2,357000,178500,0,0,2,357000,178500,0,0,2,357000,178500,0,0,108,0,0,0,0,0,0,2,3,4,0,0.0,670,9979,671,711,1,0,4,706
USR08520,False,normal,15,Low,20,0.4,3.121928094887362,False,0.43636363636363634,1,2,1,1,1,1,0.5,1266,1,0,0,0,0,0,1,79000,79000,0,0,3,3027000,1009000,30000,2,4,4447500,1111875,30000,2,4,4447500,1111875,30000,2,4,4447500,1111875,30000,2,89,0,0,0,0,0,0,1,1,1,0,0.0,100,9979,101,101,1,0,0,100
USR08521,True,shared_address_abuse,30,Low,18,0.3333333333333333,2.2516291673878226,False,0.3090909090909091,1,2,1,5,1,1,0.6666666666666666,5,1,0,0,0,0,0,0,0,0,0,0,1,57000,57000,0,0,6,2040000,340000,60000,4,6,2040000,340000,60000,4,6,2040000,340000,60000,4,97,0,0,0,0,0,0,0,5,5,0,0.0,76,9979,77,76,1,4,0,71
USR08522,False,normal,30,Low,29,0.0,3.2608281712244547,False,0.3636363636363636,1,2,1,1,1,1,0.0,14,0,1,432000,432000,0,0,4,876000,219000,0,0,4,876000,219000,0,0,4,876000,219000,0,0,4,876000,219000,0,0,4,876000,219000,0,0,98,0,0,0,0,0,0,1,1,1,0,0.0,133,9979,134,134,1,0,0,133
USR08523,False,normal,30,Low,26,0.0,3.039148671903071,False,0.2818181818181818,2,2,1,1,1,1,0.75,24,1,0,0,0,0,0,0,0,0,0,0,3,5592000,1864000,30000,2,4,11220500,2805125,80000,3,4,11220500,2805125,80000,3,4,11220500,2805125,80000,3,103,0,0,0,0,0,0,2,2,2,0,0.0,161,9979,162,163,2,0,0,161
USR08524,False,normal,25,Low,22,0.0,2.5849625007211556,False,0.34545454545454546,1,2,1,1,1,1,0.5,757,3,0,0,0,0,0,3,4404500,1468166,0,0,9,9694000,1077111,40000,3,11,9922500,902045,70000,5,12,9997500,833125,120000,6,12,9997500,833125,120000,6,94,0,0,0,0,0,0,1,1,1,0,0.0,42,9979,43,42,1,0,0,41
USR08525,False,normal,15,Low,23,0.0,3.0269868333592873,False,0.1545454545454545,2,2,1,1,1,1,0.6666666666666666,810,1,6,8509500,1418250,60000,4,9,10568000,1174222,90000,6,9,10568000,1174222,90000,6,9,10568000,1174222,90000,6,9,10568000,1174222,90000,6,9,10568000,1174222,90000,6,89,0,0,0,0,0,0,2,2,2,0,0.0,147,9979,148,148,2,0,0,146
USR08526,False,normal,30,Low,20,0.25,3.0,False,0.33999999999999997,1,3,1,1,1,1,0.25,1076,0,0,0,0,0,0,0,0,0,0,0,2,372500,186250,10000,1,4,2024000,506000,10000,1,4,2024000,506000,10000,1,4,2024000,506000,10000,1,96,0,0,0,0,0,0,1,1,1,0,0.0,89,9979,90,89,2,0,0,87
USR08527,True,shared_payment_abuse,30,Low,19,0.0,2.1280852788913944,False,0.1909090909090909,1,2,1,1,1,5,0.75,22,1,0,0,0,0,0,4,5868500,1467125,46500,3,4,5868500,1467125,46500,3,4,5868500,1467125,46500,3,4,5868500,1467125,46500,3,4,5868500,1467125,46500,3,106,0,0,0,0,0,0,12,12,12,0,0.0,267,9979,268,279,1,0,4,274
USR08528,False,normal,15,Low,20,0.4,2.721928094887362,False,0.34545454545454546,1,2,1,1,1,1,0.4444444444444444,1636,1,7,3068000,438285,50000,3,9,3315500,368388,100000,4,9,3315500,368388,100000,4,9,3315500,368388,100000,4,9,3315500,368388,100000,4,9,3315500,368388,100000,4,91,0,0,0,0,0,0,1,1,1,0,0.0,73,9979,74,73,1,0,0,72
USR08529,False,normal,55,Medium,20,0.25,3.0,False,0.24545454545454543,1,3,1,1,1,1,0.6363636363636364,10,5,11,4959500,450863,100000,7,11,4959500,450863,100000,7,11,4959500,450863,100000,7,11,4959500,450863,100000,7,11,4959500,450863,100000,7,11,4959500,450863,100000,7,52,3,3,3,3,3,3,3,3,3,0,0.0,233,9979,234,238,2,0,0,236
USR08530,False,normal,15,Low,20,0.0,2.5,False,0.39999999999999997,2,2,1,1,1,1,0.6666666666666666,1646,1,0,0,0,0,0,0,0,0,0,0,4,5942000,1485500,30000,2,6,6013500,1002250,55000,4,6,6013500,1002250,55000,4,6,6013500,1002250,55000,4,92,0,0,0,0,0,0,0,1,1,0,0.0,72,9979,73,73,2,0,0,71
USR08531,False,normal,15,Low,24,0.0,3.4182958340544896,False,0.37272727272727274,1,2,1,1,1,1,0.6666666666666666,1039,2,4,3691500,922875,50000,4,8,13994500,1749312,80000,6,9,14284000,1587111,80000,6,9,14284000,1587111,80000,6,9,14284000,1587111,80000,6,9,14284000,1587111,80000,6,98,0,0,0,0,0,0,1,1,1,0,0.0,145,9979,146,147,1,0,0,146
USR08532,False,normal,30,Low,26,0.0,2.952819531114783,False,0.37272727272727274,2,3,1,1,1,1,0.6,1344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,593500,148375,50000,3,5,664500,132900,50000,3,105,0,0,0,0,0,0,1,2,2,1,0.0,144,9979,145,146,3,0,0,143
USR08533,True,shared_address_abuse,30,Low,23,0.0,3.2776134368191165,False,0.1909090909090909,1,2,1,5,1,1,0.75,15,0,1,139000,139000,10000,1,4,2595000,648750,40000,3,4,2595000,648750,40000,3,4,2595000,648750,40000,3,4,2595000,648750,40000,3,4,2595000,648750,40000,3,109,0,0,0,0,0,0,3,3,4,0,0.0,548,9979,549,562,1,4,0,557
USR08534,False,normal,30,Low,18,0.3333333333333333,2.584962500721156,False,0.46363636363636357,1,2,1,1,1,1,0.4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5827500,1942500,20000,2,5,7401000,1480200,20000,2,98,0,0,0,0,0,0,1,1,1,1,0.0,28,9979,29,28,1,0,0,27
USR08535,False,normal,30,Low,25,0.0,3.3232314287976203,False,0.40909090909090906,1,2,1,1,1,1,0.35,6,2,15,11494000,766266,40000,3,19,17789000,936263,80000,6,20,17859000,892950,130000,7,20,17859000,892950,130000,7,20,17859000,892950,130000,7,20,17859000,892950,130000,7,92,0,0,0,0,0,0,1,1,1,0,0.0,91,9979,92,91,1,0,0,90
USR08536,False,normal,15,Low,19,0.5555555555555556,2.6416041678685933,False,0.2545454545454545,1,2,1,1,1,1,0.6,516,0,0,0,0,0,0,2,1933000,966500,40000,2,4,5441000,1360250,50000,3,5,5954000,1190800,50000,3,5,5954000,1190800,50000,3,5,5954000,1190800,50000,3,116,0,0,0,0,0,0,1,1,2,0,0.0,97,9979,98,100,1,0,0,99
USR08537,True,voucher_farming,30,Low,28,0.0,3.086048612313038,False,0.1909090909090909,1,2,1,1,1,1,1.0,2915,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19000,19000,19000,1,1,19000,19000,19000,1,32,0,0,0,0,0,0,0,1,1,0,0.0,32,9979,33,32,1,0,0,31
USR08538,True,shared_payment_abuse,30,Low,24,0.0,2.8073549220576046,False,0.34545454545454546,1,2,1,1,1,5,0.75,8,2,8,2155500,269437,110000,6,8,2155500,269437,110000,6,8,2155500,269437,110000,6,8,2155500,269437,110000,6,8,2155500,269437,110000,6,8,2155500,269437,110000,6,96,7,7,7,7,7,7,7,7,7,0,0.0,724,9979,725,770,1,0,4,765
USR08539,True,shared_device_abuse,45,Medium,18,0.25,3.0,False,0.3090909090909091,1,3,1,1,1,1,1.0,281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1732000,866000,70000,2,2,1732000,866000,70000,2,2,1732000,866000,70000,2,91,4,7,7,7,7,7,7,7,7,0,0.0,109,9979,110,109,2,0,0,107
USR08540,False,normal,15,Low,18,0.25,3.0,False,0.3090909090909091,2,2,1,1,1,1,0.75,1915,1,4,3487000,871750,80000,3,4,3487000,871750,80000,3,4,3487000,871750,80000,3,4,3487000,871750,80000,3,4,3487000,871750,80000,3,4,3487000,871750,80000,3,97,4,4,4,4,4,4,4,4,4,0,0.0,130,9979,131,134,2,0,0,132
USR08541,False,normal,25,Low,23,0.5,3.321928094887362,True,0.2545454545454545,1,2,1,1,1,1,0.7142857142857143,1987,3,7,3575000,510714,80000,5,7,3575000,510714,80000,5,7,3575000,510714,80000,5,7,3575000,510714,80000,5,7,3575000,510714,80000,5,7,3575000,510714,80000,5,113,6,6,6,6,6,6,6,6,6,0,0.0,106,9979,107,107,1,0,0,106
USR08542,True,shared_device_abuse,30,Low,23,0.0,3.0269868333592873,False,0.46363636363636357,1,3,1,1,1,1,0.5,558,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,826000,413000,50000,1,2,826000,413000,50000,1,2,826000,413000,50000,1,97,5,5,5,5,5,5,5,5,5,0,0.0,121,9979,122,122,2,0,0,120
USR08543,True,shared_device_abuse,60,Medium,20,0.2,2.8464393446710154,False,0.21818181818181817,1,4,1,1,1,1,0.8571428571428571,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6716500,959500,126000,6,7,6716500,959500,126000,6,7,6716500,959500,126000,6,98,0,0,0,0,0,0,20,20,20,0,0.0,253,9979,254,256,3,0,0,253
USR08544,True,shared_device_abuse,45,Medium,27,0.0,3.051601636871704,False,0.37272727272727274,1,3,1,1,1,1,0.3333333333333333,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1959500,653166,10000,1,3,1959500,653166,10000,1,3,1959500,653166,10000,1,101,0,0,0,0,0,0,0,0,15,0,0.0,314,9979,315,326,2,0,0,324
USR08545,False,normal,25,Low,20,0.0,2.9219280948873623,False,0.24545454545454543,1,2,1,1,1,1,0.6666666666666666,317,8,27,23791000,881148,250000,17,30,25141500,838050,340000,20,30,25141500,838050,340000,20,30,25141500,838050,340000,20,30,25141500,838050,340000,20,30,25141500,838050,340000,20,92,0,0,0,0,0,0,1,2,2,0,0.0,84,9979,85,84,1,0,0,83
USR08546,True,shared_address_abuse,30,Low,23,0.0,3.238901256602631,False,0.1909090909090909,1,2,1,5,1,1,1.0,2642,2,2,486000,243000,40000,2,5,3117500,623500,130000,5,5,3117500,623500,130000,5,5,3117500,623500,130000,5,5,3117500,623500,130000,5,5,3117500,623500,130000,5,105,0,0,0,0,0,0,0,0,24,0,0.0,631,9979,632,666,1,4,0,661
USR08547,False,normal,30,Low,22,0.5,2.6464393446710157,True,0.2545454545454545,1,2,1,1,1,1,1.0,1902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2102500,2102500,50000,1,101,0,0,0,0,0,0,2,2,2,1,0.0,143,9979,144,145,1,0,0,144
